Entry	Mass
O95219	51,909
Q9Y5X3	46,816
Q9UNH7	46,649
Q9UNH6	45,303
Q9Y5X2	52,569
Q9Y5X1	66,592
P35610	64,735
O75908	59,896
A7XYQ1	92,658
O15524	23,551
O14508	22,172
O14543	24,770
O75159	61,246
O14544	59,528
O14512	62,969
Q8WXH5	50,623
P00441	15,936
P04179	24,750
P08294	25,851
O94964	159,760
Q9Y4B5	209,526
Q5TF21	103,199
Q5JUK2	34,526
Q9NX45	46,941
O75808	117,314
P18583	263,830
Q9BX66	142,513
O94875	124,108
O60504	75,341
Q8WY21	129,635
Q96PQ0	128,152
Q9UPU3	135,755
Q00796	38,325
Q92673	248,426
Q99523	92,068
Q07889	152,464
Q07890	152,979
Q9BQB4	24,031
Q6X4U4	23,307
Q2M3V2	57,443
A6NEL2	85,742
Q53LP3	55,672
A6NJG2	33,803
P56693	49,911
P35716	46,679
O15370	34,122
Q9UN79	69,228
O95416	26,485
O60248	25,251
Q9H6I2	44,117
P35713	40,891
P48431	34,310
Q9Y651	28,580
P41225	45,210
O94993	81,854
Q06945	47,263
P35711	84,026
P35712	91,921
Q9BT81	42,197
P57073	47,314
P48436	56,137
P08047	80,693
Q8N907	20,180
P23497	100,417
Q9HB58	78,396
Q13342	98,223
Q9H930	67,005
Q02086	64,900
Q02447	81,925
Q02446	81,985
Q6BEB4	41,964
Q3SY56	39,840
Q8TDD2	44,994
Q8IXZ3	48,674
P0CG40	48,915
Q15506	17,406
Q9HBV2	32,143
Q8IXA5	23,431
Q8TDM5	13,004
Q96QH8	17,896
Q96KW9	21,466
Q07617	103,639
Q6PDA7	13,842
Q08648	11,431
Q8N0X2	70,818
Q6Q759	251,742
Q9NPE6	48,165
Q96R06	134,422
O75602	55,476
O75391	26,034
Q99932	51,139
O60271	146,205
P38567	57,848
Q9NS26	11,038
Q8N9U9	13,254
Q9NS25	11,840
Q9NY87	10,982
Q9BXN6	11,029
Q5VSR9	8,263
Q5MJ08	11,168
Q5MJ07	8,277
P09486	34,632
Q14515	75,208
Q9UBP0	67,197
Q5VX52	52,946
Q7Z6I5	20,418
Q96N96	74,820
Q9BXB7	65,263
Q96L03	43,499
Q8TC71	61,109
Q7Z5L4	19,186
Q9UM82	58,427
Q8TB22	87,899
Q7Z572	52,207
Q8NHS9	41,318
Q86W54	23,587
Q8IUW3	46,179
Q8NHX4	20,901
Q8NEY3	34,751
Q8NB90	97,904
Q9BVQ7	80,710
Q9NWH7	55,989
Q8N4H0	45,058
Q9P0W8	67,719
Q6RVD6	11,727
Q9BWV2	28,740
Q96M53	39,460
Q496A3	33,705
Q86XZ4	59,545
Q9NUQ6	61,729
Q8NBT2	22,478
Q9HBM1	26,153
Q9Y6A9	18,298
Q15005	25,003
P61009	20,313
O95238	37,518
Q5MJ70	36,463
Q5MJ68	33,166
Q9H9C1	57,005
Q5M775	118,585
Q69YQ0	124,602
Q9Y4P9	26,987
Q9C093	209,811
Q15772	354,289
Q8N4L4	34,773
Q96T58	402,248
Q8NA61	51,570
Q6UW49	38,931
Q96JI7	278,868
Q8N0X7	72,833
Q9NZD8	34,960
Q9UQ90	88,235
Q9NYA1	42,518
Q9NRA0	69,217
Q2M3C7	186,456
P17947	31,083
Q8N5J4	29,180
Q8N0Z3	96,264
Q9Y657	29,601
Q99865	29,188
Q5JUX0	29,207
Q56A73	28,660
P00995	8,507
Q1W4C9	11,051
P20155	9,291
O60575	9,454
Q9NQ38	120,714
Q6UWN8	8,585
P58062	9,232
P0C7L1	10,821
Q5DT21	9,756
O43278	58,398
O43291	28,228
P49223	10,252
Q08AE8	85,544
Q8WWL2	79,671
O75398	59,327
P16150	40,322
Q9H2V7	56,630
Q8IVW8	58,044
Q6ZMD2	54,769
Q9Y5K1	44,537
Q6ZMY3	130,027
Q08629	49,124
Q92563	46,779
Q9BQ16	49,429
Q9HCB6	90,973
Q9BUD6	35,846
O43791	42,132
Q6IQ16	44,647
P10451	35,423
Q9BX95	49,108
Q13103	24,338
Q8TCT8	58,143
Q8TCT7	64,644
Q8IUH8	74,503
Q8TCT6	42,261
P35270	28,048
Q7Z699	50,477
Q7Z698	47,558
Q2MJR0	42,670
Q5BIV9	14,522
Q76KD6	62,399
P35321	9,877
P22528	9,888
P35326	7,965
P22532	7,905
Q96RM1	7,805
Q9BYE4	8,158
Q9UBC9	18,154
Q96PI1	8,793
O43609	35,122
O43597	34,688
O43610	31,222
Q9C004	32,541
Q8NCJ5	49,694
Q8WW59	23,129
Q5W111	21,666
Q96BD6	30,942
Q99619	28,630
Q6PJ21	39,376
Q96A44	30,179
P02549	280,014
Q13813	284,539
P11277	246,468
Q01082	274,609
O15020	271,325
Q9H254	288,985
Q9NRC6	416,750
O15269	52,744
O15270	62,924
Q9NUV7	62,049
Q8NFR3	9,198
Q68D10	75,599
Q9BXG8	49,445
Q14534	63,923
Q9Y6N5	49,961
Q13501	47,687
Q9H7N4	139,270
Q9HD15	25,673
Q8N5C6	111,776
P12931	59,835
Q6ZRS2	343,555
Q9C0H9	127,105
Q8WTU2	60,819
P18405	29,459
P31213	28,393
Q9H8P0	36,521
P36956	121,675
Q12772	123,688
Q8WXA9	59,380
Q8N9Q2	18,177
P11831	51,593
Q8NEF9	48,634
Q7Z6B7	124,264
O75044	120,871
P0DJJ0	53,484
O43295	124,504
P10124	17,652
P30626	21,676
Q86TD4	54,431
P19623	33,825
Q9H3Y6	54,507
P37108	14,570
P09132	16,156
P61011	55,705
Q9UHB9	70,730
O76094	74,606
P49458	10,112
Q96SB4	74,325
P78362	77,527
Q9UPE1	62,014
P08240	69,811
Q9Y5M8	29,702
P78539	51,572
O60687	52,972
Q9GZT4	36,566
Q9UH36	38,573
Q8IYB3	102,335
Q9UQ35	299,615
A6NNA2	65,249
A7MD48	68,559
Q9BXP5	100,666
Q07955	27,745
O75494	31,301
Q05519	53,542
Q8WXF0	30,512
Q01130	25,476
P84103	19,330
Q08170	56,678
Q13243	31,264
Q13247	39,587
Q16629	27,367
Q9BRL6	32,288
Q13242	25,542
Q9BYN0	14,259
Q05066	23,884
Q15532	45,929
O75177	42,990
Q9UHA2	8,835
P05455	46,837
Q9NRY2	11,425
Q04837	17,260
P81877	37,828
Q9BWW4	40,421
Q9BWG4	39,388
A1L4H1	165,743
P28290	138,386
Q8WYL5	115,511
Q76I76	158,216
Q8TE77	72,996
O43805	13,596
Q14714	26,618
A2VEC9	547,841
P43307	32,235
P43308	20,135
Q9UNL2	21,080
P51571	18,999
Q08945	81,075
O60232	21,474
P61278	12,736
P30874	41,333
P32745	45,847
P35346	39,202
Q9NP77	22,574
Q16384	21,931
Q16385	21,620
Q9Y2D8	71,236
O60224	21,858
O60225	21,660
Q7RTT6	21,688
Q7RTT4	21,859
Q7RTT3	21,553
P50502	41,332
Q8IZP2	27,407
Q8NFI4	41,378
Q9Y5Y6	94,770
O60284	115,155
Q11201	39,075
Q16842	40,173
Q11203	42,171
Q11206	38,045
Q9UNP4	47,990
Q9Y274	38,214
P78524	126,485
P15907	46,605
Q96JF0	60,158
Q9NSC7	68,564
Q9UJ37	41,939
Q8NDV1	35,395
Q9H4F1	34,201
Q9BVH7	38,443
Q969X2	38,068
Q9NRC1	67,166
Q9Y561	94,984
Q8TDW4	64,779
Q92185	40,519
Q92186	42,430
O43173	43,970
Q92187	41,295
O15466	43,895
P61647	44,836
Q9NY15	275,482
Q8WWQ8	276,988
Q99469	44,554
Q6ZMT1	45,009
Q8WVM7	144,427
Q969W9	31,609
Q8N3U4	141,326
Q9UJ98	139,034
Q8TBR4	17,020
Q92783	59,180
O75886	58,164
O95630	48,077
Q96FJ0	49,783
Q9ULZ2	34,291
Q9UGK3	44,894
P25092	123,403
P49675	31,914
Q9Y365	33,049
Q9Y3M8	124,967
Q14849	50,502
O95772	26,655
Q96DR4	23,517
Q9NSY2	23,794
P59095	25,022
Q9NQZ5	43,113
Q92502	112,601
Q9P2P6	516,343
P42224	87,335
P52630	97,916
P40763	88,068
Q14765	85,941
P42229	90,647
P51692	89,866
P42226	94,135
P02808	7,304
O95793	63,182
Q9NUL3	62,608
O95210	39,007
P52823	27,621
O76061	33,249
Q9UHE8	39,851
Q6NZ63	28,815
Q8NFT2	56,056
Q658P3	54,601
Q687X5	51,981
Q15468	142,955
Q13586	77,423
Q9P246	83,971
P31948	62,639
O94804	112,135
Q15831	48,636
Q8N1F8	120,259
O75716	34,656
Q9UEE5	46,558
O94768	42,344
P49842	40,916
O00506	48,112
Q13188	56,301
Q9Y6E0	49,308
Q9BXU1	115,694
Q8WU08	46,369
Q9NY57	47,883
Q86UX6	54,994
Q9BYT3	57,831
Q8TDR2	58,051
Q9NRP7	143,995
Q15208	54,190
Q9Y2H1	54,003
Q9UEW8	59,474
Q13043	55,630
Q8N2I9	49,001
P16949	17,303
Q93045	20,828
Q9NZ72	21,017
Q9H169	22,071
P27105	31,731
Q9UBI4	42,968
Q9UJZ1	38,534
Q8TAV4	32,135
Q9Y6Q2	83,141
Q8WXE9	101,165
Q6ZVD7	110,962
Q9P2F5	102,671
A8MT69	8,959
O14503	45,510
Q9BX79	73,503
Q7RTN6	48,369
Q9C0K7	47,026
Q9Y3F4	38,438
Q96SI9	73,653
Q7RTU9	192,967
O43815	86,132
Q13033	87,209
Q9NRL3	80,596
P08842	65,492
P46977	80,530
Q8TCJ2	93,674
Q9UNE7	34,856
O60499	28,114
O75558	33,196
Q86Y82	31,642
O14662	37,031
P56962	33,403
Q9P2W9	38,674
Q8N4C7	34,324
Q16623	33,023
P61266	33,245
P32856	33,341
Q13277	33,155
Q12846	34,180
Q13190	39,673
O43752	29,176
O15400	29,816
Q9UNK0	26,907
P61764	67,569
Q15833	66,453
O00186	67,764
Q6ZWJ1	61,662
Q5T5C0	127,573
Q9Y2K9	131,887
Q8NFX7	23,554
Q6J9G0	47,577
Q8WUJ0	25,492
Q9Y6J8	35,818
P53999	14,395
Q9P2R7	50,317
P53597	36,250
Q96I99	46,511
Q9BXA5	38,698
Q9H7L9	38,136
Q9UMX1	53,947
Q8IWZ8	72,471
Q8IX01	120,207
Q9Y2Z0	41,024
Q8IWU6	101,027
Q8IWU5	100,455
P50225	34,165
P50226	34,310
P0DMM9	34,196
O43704	34,899
O00338	34,880
Q6IMI6	35,889
O75897	35,520
P49888	35,126
Q06520	33,780
O00204	41,308
Q9BR01	33,085
Q6IMI4	34,919
Q8NBK3	40,556
Q8NBJ7	33,843
P63165	11,557
P61956	10,871
P55854	11,637
Q6EEV6	10,685
O94901	90,064
Q9UH99	80,311
Q8TAQ9	40,503
Q8TC36	43,081
P51687	60,283
Q9Y5B9	119,914
O75486	35,793
P63272	13,193
O00267	121,000
Q7KZ85	199,073
O94864	46,193
Q8IYB8	87,991
Q15526	33,331
Q15527	29,648
O15260	30,394
O75683	41,450
Q6UWL2	82,710
Q9UGT4	90,208
Q96L08	27,119
Q5VX71	53,778
O60279	68,021
O43463	47,907
Q9H5I1	46,682
Q4FZB7	99,188
Q86Y97	52,113
Q15022	83,055
Q7L0J3	82,695
Q7L1I2	77,444
Q496J9	82,342
Q4LDE5	390,170
O95425	247,746
Q8NHG7	8,443
Q8N4V2	60,769
Q8N434	53,991
Q9UH65	68,998
Q1ZZU3	26,739
Q6NVH7	24,311
Q5T5J6	103,222
Q96A49	39,933
Q9NX95	72,388
Q8N0S2	39,699
A8MT33	27,397
Q6PIF2	24,690
A1L190	10,601
Q0VAF6	14,405
Q15431	114,192
Q9BX26	175,639
Q5T4T6	93,599
Q8IZU3	27,729
Q6ZW31	79,793
Q5VT97	133,230
O95926	28,722
P43405	72,066
Q92797	141,148
P17600	74,111
Q92777	62,996
O14994	63,303
Q9H7C4	55,299
O60506	69,603
Q9H7V2	28,551
A6NDD5	25,796
Q8NF91	1,011,086
Q8WXH0	796,442
Q96PV0	148,284
O43759	25,456
O43760	24,810
O43761	24,555
O95473	25,820
O43426	173,103
O15056	165,538
P57105	15,928
O15061	172,768
Q8N3V7	99,463
Q9UMS6	117,514
Q9H987	102,481
Q8TBG9	29,166
Q9UMZ2	140,654
P08247	33,845
Q16563	28,565
Q5VXT5	30,156
Q8N2H4	17,615
P21579	47,573
Q6XYQ8	59,127
Q9BT88	48,297
Q8IV01	46,537
Q7L8C5	46,885
Q8NB59	62,287
Q9BQS2	47,375
Q17RD7	72,274
Q9BSW7	53,849
Q8N9I0	46,872
Q9BQG1	63,304
Q9H2B2	47,958
O00445	42,900
Q5T7P8	57,325
O43581	45,501
Q8NBV8	44,138
Q86SS6	56,188
Q8IYJ3	61,857
Q9HCH5	104,930
Q4VX76	68,560
Q96C24	76,024
Q8TDW5	81,523
Q86TM6	67,685
Q5T011	378,029
O15178	47,443
Q96RJ0	39,092
Q9P1P5	40,134
Q96RI8	38,451
Q969N4	38,029
Q96RI9	39,016
Q15750	54,644
Q9NYJ8	76,494
Q8N5C8	78,653
P20366	15,003
Q9UHF0	13,438
O75410	87,794
O95359	309,427
Q9Y6A5	90,360
Q9BSH4	32,477
P25103	46,251
P29371	52,202
P09758	35,709
Q96BN2	37,382
O75478	51,506
Q86TJ2	48,470
O75528	48,902
P21675	212,677
Q12962	21,711
Q15544	23,307
Q15543	14,287
Q16514	17,924
Q92804	61,830
Q15573	52,676
Q53T94	68,832
Q15572	95,213
Q9H5J8	32,058
Q8IZX4	207,302
Q6P1X5	136,971
Q5VWG9	103,582
O00268	110,114
Q92750	91,091
Q15542	86,830
O75529	66,155
P49848	72,668
Q9Y6J9	67,814
Q15545	40,259
Q5H9L4	52,588
Q7Z7C8	34,262
Q16594	28,974
Q9HBM6	27,622
Q8N103	80,703
Q01995	22,611
P37802	22,391
Q9UI15	22,473
P57077	16,372
P17542	34,271
P37837	37,540
Q96BW9	51,067
Q9C0D5	202,219
Q9HCD6	219,650
Q7L7X3	116,070
Q9UL54	138,251
Q9H2K8	105,406
Q03518	87,218
Q03519	75,664
Q9UDX4	46,048
O15533	47,626
Q9BX59	50,183
Q6NXT6	64,260
Q13395	181,675
Q15633	39,039
Q13148	44,740
B6A8C7	29,474
P26639	83,435
Q9BW92	81,036
A2RTX5	92,646
Q7RTX1	93,074
Q8TE23	95,183
Q7RTX0	93,386
Q9NYW7	34,333
Q9NYW0	35,365
Q9NYV8	36,160
Q9NYW6	35,915
P59533	37,892
P59535	36,812
P59540	35,523
P59551	36,337
Q9NYW2	35,877
Q9H6P5	44,455
P17735	50,399
Q6P1N9	33,602
Q93075	85,023
Q17R31	30,333
Q86VP1	90,877
O14907	13,735
Q16635	33,459
Q86TI0	133,084
Q9BXI6	57,118
Q4KMP7	87,199
Q8IV04	49,712
O60347	85,626
Q9NVG8	46,554
Q9P2M4	78,137
Q8TC07	79,491
Q8TBP0	86,372
Q9HA65	72,728
Q8N5T2	60,208
Q9BYX2	105,414
Q96BZ9	45,855
Q8IYX1	39,221
Q8WUA7	59,121
Q9NU19	59,081
Q9NUY8	78,322
Q9ULP9	62,919
Q3MII6	76,327
Q9UFV1	16,280
Q9UPU7	109,880
Q9Y2I9	102,743
O60343	146,563
Q92609	89,004
Q9P0N9	33,972
O95759	130,835
Q0IIM8	128,709
Q6ZT07	143,229
Q66K14	140,525
O75347	12,855
Q99426	27,326
Q15814	39,248
Q9NVR7	63,530
Q9BTW9	132,600
Q15813	59,346
Q5QJ74	48,195
Q8TEA7	100,679
Q9UHD2	83,642
A7MCY6	67,702
O60907	62,496
Q9BZK7	55,595
Q9BQ87	56,688
Q9Y4P3	49,798
Q12788	89,035
P20226	37,698
P62380	20,887
Q16650	74,053
Q3YBR2	44,946
Q969Z0	70,738
O43435	43,133
O75333	42,341
Q96SF7	65,757
O95935	64,753
O60806	48,238
Q13207	75,066
Q9UMR3	49,232
Q9UL17	58,328
Q9Y458	57,910
O15119	79,389
Q99593	57,711
O95947	47,045
P21731	37,431
P24557	60,518
Q8N9U0	55,284
O15273	19,052
P23193	33,970
Q15560	33,601
O75764	38,972
Q15170	18,354
Q9H3H9	25,850
Q969E4	22,502
Q96EI5	24,647
Q5H9L2	23,307
Q6IPX3	22,298
Q9BRU2	12,324
Q8IYN2	13,616
Q8N8B7	40,245
Q96MN5	24,150
Q15369	12,473
Q15370	13,133
Q14241	89,909
Q8IYF1	83,921
A6NLF2	59,772
O14776	123,901
Q5VWI1	65,660
Q99081	72,965
Q12870	20,816
Q9Y242	37,184
Q9UGU0	211,771
O43680	19,715
Q7RTU0	17,516
Q9BQ70	76,667
P15923	67,600
P15884	71,308
P36402	41,642
Q9HCS4	62,631
Q9NQB0	67,919
Q9UL49	52,697
Q07283	253,925
Q5QJ38	99,275
Q9BT92	61,072
Q13488	92,968
P56279	13,460
O95988	14,846
P20061	48,207
P20062	47,535
Q13428	152,106
P17987	60,344
Q8TDR4	23,863
Q8WWU5	56,141
Q9NUJ3	57,035
Q8N4U5	58,091
P57738	11,341
Q5JU00	55,632
Q8IZS6	23,176
Q8N7M0	20,730
Q8WW35	16,122
Q5JR98	23,353
Q2MV58	63,570
Q96GX1	76,871
Q6NUS6	66,157
Q13569	46,053
P13385	21,169
Q8IZJ6	25,407
P48775	47,872
Q9NUW8	68,420
O95551	40,930
Q9BXT4	132,024
Q5VZ19	40,941
Q587J7	132,578
Q9H7E2	73,185
Q8NAT2	109,737
O60522	236,517
Q8NHU6	123,586
Q8NDG6	155,683
Q9Y2W6	62,046
P28347	47,946
Q15562	49,243
Q99594	48,676
Q15561	48,329
P42680	73,581
Q92570	68,230
Q7Z6L1	129,696
O15040	153,848
Q9NZ01	36,034
Q5HYJ1	42,009
O75443	239,527
Q96PL2	36,956
Q5T9Z0	31,315
Q10587	33,248
Q96QE5	41,676
Q02763	125,830
Q969V4	48,283
Q9UIF3	49,672
Q9BXF9	56,636
Q8WW24	50,649
Q96M29	56,294
Q9Y4R8	91,747
Q86WV5	13,856
Q63HR2	152,580
P60484	47,166
Q99973	290,490
Q6URK8	30,717
P54274	50,246
Q15554	59,594
Q9NYB0	44,260
O14746	126,997
Q9UGI8	47,996
Q96BS2	24,750
Q15569	67,684
Q96S53	63,639
A2RU30	59,213
Q8NFU7	235,309
Q6N021	223,811
O43151	193,705
Q9NXF1	105,674
Q9BY14	26,667
Q8IYF3	107,889
Q9BXU0	14,107
Q9BXU3	45,583
Q9BXU2	33,967
Q8IWB6	167,901
Q9BXT5	315,336
Q8IWB9	125,303
C9J3V5	16,880
Q8N6G2	33,595
Q6UWH6	22,538
Q9Y6I9	34,189
O15482	46,131
Q8N6K0	16,649
Q5JUR7	25,585
O43247	30,725
Q96LK8	42,325
Q8N6V9	44,826
P02787	77,064
Q00059	29,097
P05549	48,062
Q92481	50,474
Q92754	49,177
Q7Z6R9	49,578
Q6VUC0	46,212
Q01664	38,726
Q8WVM0	39,543
Q9H5Q4	45,349
Q12800	57,256
Q9NZI6	54,627
Q14186	45,070
Q14188	49,236
Q5H9I0	44,967
P19532	61,521
P19484	52,865
O14948	38,788
P04155	9,150
Q03403	14,284
Q07654	10,181
Q92734	43,448
Q9UBB9	96,820
P10646	35,015
P48307	26,934
P0C1Z6	28,278
Q9UP52	88,755
P02786	84,871
P01266	304,790
O95455	40,214
P01135	17,006
P01137	44,341
O43294	49,814
P61812	47,748
P10600	47,328
Q15582	74,681
P36897	55,960
P37173	64,568
Q03167	93,499
Q8WUH2	97,158
Q15583	43,013
Q9GZN2	25,878
Q8IUE1	26,675
Q8IUE0	20,814
P22735	89,787
P21980	77,329
Q08188	76,632
P49221	77,145
O43548	80,778
O95932	79,312
Q96PF1	79,941
O43493	45,880
Q96RS0	96,620
P07101	58,600
Q8IXH7	66,247
Q6YHU6	219,607
Q9NVV9	24,944
Q9P2Z0	28,351
Q96EK4	34,455
Q9H0W7	26,260
Q8WTV1	27,059
Q8WY91	62,890
Q7Z6K1	45,416
Q8TBB0	25,691
Q9BT49	34,414
Q8NA92	30,082
Q9H5L6	103,411
P07204	60,329
P07996	129,383
P35442	129,991
P49746	104,201
P35443	105,869
Q9P2T0	43,444
P0DJG4	53,028
Q5T1C6	27,130
Q8WUY1	23,865
Q8N1K5	73,452
Q5TEJ8	72,049
Q9NWX6	34,831
Q8IYQ7	83,070
Q86YJ6	54,116
Q96FV9	75,666
Q8NI27	182,775
Q96J01	38,772
Q13769	78,508
Q86W42	37,535
Q6I9Y2	23,743
P52888	78,840
P40225	37,823
P10827	54,816
Q9Y2W1	108,666
P10828	52,788
Q92748	16,561
Q9NS62	94,584
Q6ZMP0	112,450
Q9UPZ6	185,363
Q9C0I4	179,199
Q9BU02	25,566
Q9NXG2	39,315
Q9BTF0	56,433
Q9BV44	57,003
P04216	17,935
Q9P016	25,697
P31483	42,963
O95411	12,414
Q01085	41,591
Q13009	177,508
Q8IVF5	190,103
Q8IUC6	76,422
Q86XR7	26,916
Q7Z2Z1	210,857
P35590	125,090
Q96CG3	21,445
Q6ZNK6	17,888
Q9NQ88	30,063
Q96MW7	67,299
Q4W5G0	59,623
Q6B0B8	52,027
Q8IY51	57,468
Q53EQ6	69,222
Q17RP2	58,656
Q6NT04	63,236
Q495A1	26,319
Q96H15	41,578
Q9UNS1	138,658
P62072	10,333
Q9Y5L4	10,500
Q99595	18,024
O60830	18,273
Q9BVV7	28,202
Q9Y584	20,031
O14925	21,943
Q5SRD1	19,670
O43615	51,356
Q3ZCQ8	39,646
O60220	10,998
Q9Y5J9	9,344
Q9Y5J7	10,378
Q9NPL8	32,178
P01033	23,171
P16035	24,399
P35625	24,145
Q99727	25,503
Q9UJW2	54,605
Q9GZM7	52,387
Q9BSI4	50,023
Q7Z3E1	76,227
Q9BVW5	34,555
O75663	31,444
P58753	23,883
Q5JTD0	61,821
Q07157	195,459
Q9UDY2	133,958
O95049	101,397
P04183	25,469
O00142	31,005
P29401	67,878
Q16832	96,736
P51854	65,333
Q9H0I9	67,877
Q96CP7	28,548
A6NGC4	28,733
Q04724	83,201
Q04725	79,841
Q04726	83,417
Q04727	83,755
Q9H808	63,473
Q9UKI8	86,700
Q86UE8	87,661
O43897	114,709
Q9Y6L7	113,557
Q9Y490	269,767
Q9Y4G6	271,613
Q15399	90,291
Q9BXR5	94,564
O60603	89,838
O15455	103,829
O00206	95,680
O60602	97,834
Q9Y2C9	91,880
Q9NYK1	120,922
Q9NR97	119,828
Q9NR96	115,860
P0CAT3	13,375
Q9BX74	22,327
Q9BX73	22,871
Q9BRN9	27,118
P30408	21,632
Q96CE8	22,277
Q53R12	25,075
P48230	21,396
Q9BZW5	41,636
Q9BZW4	42,554
O76062	46,406
Q9NS93	64,166
O15321	68,861
Q99805	75,776
Q9HD45	67,888
Q92544	74,519
Q96EY4	23,864
Q969X1	34,607
Q9HC24	26,971
P55061	26,538
Q8TDI8	87,768
Q8TDI7	102,610
Q7Z5M5	125,685
Q7Z404	79,208
Q6UXY8	114,797
Q7Z403	90,045
Q7Z402	83,502
Q8IU68	81,641
O94876	72,083
O75069	77,449
Q9ULS5	53,785
Q9UM00	27,079
Q7Z6W1	20,071
Q6UWJ1	75,598
Q5TGY1	67,910
Q8N6Q1	34,174
A8MYB1	35,763
Q96DC7	54,442
Q9C0B7	120,748
Q13445	25,206
P49755	24,976
Q15363	22,761
Q9Y3Q3	24,777
Q7Z7H5	25,943
Q9Y3A6	26,005
Q9Y3B3	25,172
Q6PL24	35,740
Q9BVK6	27,277
Q8IYR6	40,934
Q9UIK5	41,428
Q9NV29	14,386
Q96IK0	28,795
Q8N9M5	54,175
Q8NE00	55,679
Q8N8V8	13,990
Q96A25	28,920
Q9NUM4	31,127
Q9BVX2	27,875
Q6UXF1	59,948
Q9BVC6	26,210
P17152	21,541
Q86TL2	33,187
B3SHH9	24,166
Q12893	38,197
Q8NCL8	27,464
Q9H0C3	60,185
Q4V9L6	29,203
Q9BXJ8	40,610
A0PK00	40,246
Q9BTD3	35,814
Q8N131	21,531
Q96AQ2	22,172
Q9H061	21,527
Q8IUX1	25,943
O75204	25,842
Q5BJH2	18,822
A0AVI4	40,464
Q8N3G9	48,329
Q92545	205,138
Q24JP5	110,110
Q14DG7	119,477
Q8N3T6	121,787
Q14C87	122,309
Q6IEE7	116,150
Q9H6X4	21,586
Q86UB9	52,291
Q9NPI0	19,262
Q8IV31	23,729
Q9NV12	20,419
Q96I45	11,875
Q96AN5	51,715
Q9BVK8	25,261
Q9Y6G1	10,712
Q9P0S9	11,565
B9EJG8	27,887
Q8N4L1	51,278
Q8IW70	61,506
Q6P9G4	20,498
Q4W5P6	7,323
Q8N614	34,323
Q8WZ71	30,404
Q96B96	17,522
Q9NX00	19,658
Q9NX61	53,602
Q8NDZ6	55,482
Q8TC26	31,469
Q5U3C3	33,508
Q9HC07	34,906
Q8TBQ9	8,060
Q9NRX6	8,294
Q9H0V1	79,755
Q96HH4	33,611
Q86X19	23,046
Q8WVE7	15,250
Q8WVE6	34,760
Q86WV6	42,193
Q9BSA9	55,615
Q96HP8	26,116
Q3YBM2	29,056
Q53S58	33,760
Q8NBL3	33,019
Q6ZVK1	26,378
Q7Z7N9	23,550
Q96B42	16,265
Q14CX5	57,381
Q9P2C4	69,325
Q6ZP80	25,879
Q8IXX5	42,826
Q1AE95	42,940
Q6ZMB5	45,777
Q9Y519	45,562
Q9NVA4	50,142
Q8NFB2	40,631
Q9H7F4	40,599
Q96B77	24,893
A5PLL7	31,135
Q96HH6	36,392
Q8WZ59	19,457
P0C7N4	39,065
A6NGB0	39,292
Q8IY95	30,922
O14524	50,640
A6NFY4	48,664
Q66K66	39,475
Q8N511	23,130
Q9UHN6	154,374
Q86VY9	54,356
Q69YZ2	32,750
A6NKL6	63,928
Q5SNT2	72,236
A6NGA9	31,353
Q969S6	15,760
Q9BSN7	24,540
Q6UW68	21,198
Q9H813	40,043
Q9BTX3	19,642
Q96SK2	62,922
Q6ICI0	21,740
A6NML5	21,425
A2RRL7	11,520
Q6NUQ4	77,151
Q68D42	25,806
Q9P0N5	16,487
A2RU14	12,459
Q86XT9	25,724
Q6QAJ8	17,754
Q9H0R3	23,230
A0PJW6	22,049
Q6GV28	25,828
B2RXF0	42,370
Q8NBD8	19,531
Q96A57	13,188
Q9H6L2	36,059
C9JQI7	76,453
B4DJY2	12,074
Q8WY98	17,601
Q5W0B7	39,663
Q96Q45	45,526
C9JI98	18,040
Q8WW34	21,842
Q5SV17	19,908
Q9NWH2	14,758
Q5VVB8	14,657
Q9H330	97,357
Q9BRR3	46,588
Q9NWD8	35,052
Q86YD3	39,285
Q6ZUK4	41,672
Q9HBJ8	25,235
Q9NV96	40,684
Q3MIR4	38,941
Q5JXX7	19,813
P57088	27,978
Q53FP2	18,440
Q9H6F2	33,260
Q9NVV0	32,510
Q9NV64	55,667
Q9GZU3	56,274
Q8WWA1	25,495
Q96HV5	29,665
Q5BJD5	32,513
Q69YG0	16,991
Q9BTV4	44,876
Q2T9K0	52,201
Q9NWC5	31,680
Q96B21	31,826
Q9BQJ4	19,998
Q9BTX1	76,305
Q9Y2B1	51,146
O95807	17,400
P56557	17,936
Q9NW97	27,759
Q6P2H8	31,630
Q969K7	23,772
Q8N4L2	28,081
Q86T03	29,470
Q96MV1	30,041
Q8N5G2	76,178
Q9BXS4	36,223
Q9UK28	37,619
Q9H2L4	15,500
Q0P6H9	73,133
O94886	92,126
Q5T3F8	94,958
Q9P1W3	93,317
Q6YI46	39,665
Q6PI78	25,498
Q96BY9	36,975
Q5HYA8	111,745
Q96MH6	37,425
Q5SWH9	27,551
Q9BUB7	28,969
Q6P5X7	32,983
A0PK05	29,891
Q96NL1	33,338
Q9NUR3	27,551
Q8N9X5	15,361
Q5T7P6	15,193
Q9BSE2	43,520
Q96HE8	23,077
Q6P7N7	28,468
A0PJX8	37,222
Q8N2M4	26,398
Q8NBN3	63,430
Q96K49	63,536
Q6PEY1	17,251
A6NKF7	17,097
