id,A_exposed,C_exposed,D_exposed,E_exposed,F_exposed,G_exposed,H_exposed,I_exposed,K_exposed,L_exposed,M_exposed,N_exposed,P_exposed,Q_exposed,R_exposed,S_exposed,T_exposed,V_exposed,W_exposed,Y_exposed
Q92800,20.0,4.0,35.0,43.0,1.0,18.0,8.0,4.0,50.0,8.0,8.0,24.0,26.0,30.0,28.0,34.0,21.0,11.0,2.0,4.0
Q92802,4.0,2.0,29.0,39.0,1.0,25.0,13.0,3.0,32.0,4.0,3.0,32.0,19.0,23.0,21.0,25.0,8.0,4.0,2.0,3.0
Q92804,2.0,0.0,53.0,14.0,5.0,151.0,7.0,0.0,15.0,0.0,5.0,17.0,14.0,41.0,53.0,46.0,8.0,2.0,0.0,40.0
Q92805,42.0,0.0,22.0,83.0,7.0,14.0,7.0,10.0,39.0,15.0,8.0,22.0,15.0,63.0,32.0,38.0,22.0,11.0,2.0,1.0
Q92806,17.0,3.0,15.0,29.0,6.0,18.0,4.0,1.0,5.0,14.0,2.0,8.0,9.0,12.0,22.0,11.0,7.0,6.0,4.0,5.0
Q92813,5.0,0.0,7.0,14.0,0.0,10.0,2.0,2.0,14.0,2.0,1.0,6.0,5.0,9.0,9.0,16.0,6.0,2.0,0.0,0.0
Q92817,73.0,3.0,62.0,154.0,3.0,44.0,14.0,7.0,108.0,30.0,2.0,20.0,61.0,131.0,127.0,90.0,46.0,16.0,1.0,3.0
Q92819,3.0,0.0,12.0,15.0,5.0,9.0,4.0,12.0,19.0,16.0,2.0,9.0,6.0,10.0,11.0,9.0,7.0,5.0,3.0,9.0
Q92820,4.0,3.0,11.0,9.0,0.0,12.0,3.0,1.0,18.0,9.0,2.0,9.0,3.0,3.0,5.0,8.0,6.0,3.0,0.0,0.0
Q92823,30.0,1.0,63.0,71.0,9.0,40.0,15.0,15.0,66.0,24.0,12.0,49.0,42.0,29.0,35.0,51.0,36.0,18.0,0.0,10.0
Q92824,30.0,5.0,94.0,102.0,4.0,61.0,33.0,9.0,75.0,22.0,13.0,51.0,52.0,48.0,62.0,92.0,55.0,14.0,2.0,5.0
Q92826,25.0,0.0,8.0,10.0,1.0,20.0,4.0,0.0,14.0,8.0,2.0,7.0,23.0,8.0,9.0,12.0,11.0,3.0,0.0,1.0
Q92828,13.0,0.0,12.0,27.0,2.0,8.0,6.0,2.0,18.0,14.0,4.0,11.0,16.0,12.0,23.0,21.0,14.0,4.0,4.0,2.0
Q92830,35.0,0.0,20.0,47.0,3.0,30.0,2.0,3.0,43.0,8.0,3.0,12.0,48.0,22.0,32.0,32.0,17.0,6.0,0.0,3.0
Q92831,35.0,4.0,15.0,46.0,1.0,36.0,4.0,2.0,48.0,8.0,2.0,16.0,35.0,23.0,26.0,42.0,15.0,8.0,0.0,2.0
Q92832,18.0,2.0,44.0,38.0,2.0,37.0,20.0,5.0,29.0,13.0,4.0,36.0,25.0,20.0,27.0,40.0,25.0,15.0,3.0,8.0
Q92833,62.0,2.0,38.0,85.0,4.0,63.0,29.0,8.0,109.0,25.0,6.0,39.0,51.0,46.0,70.0,95.0,42.0,24.0,2.0,1.0
Q92834,24.0,3.0,57.0,116.0,13.0,39.0,8.0,26.0,72.0,30.0,13.0,48.0,28.0,34.0,30.0,66.0,44.0,23.0,0.0,7.0
Q92835,24.0,3.0,41.0,74.0,5.0,41.0,16.0,11.0,67.0,29.0,6.0,20.0,85.0,46.0,37.0,71.0,41.0,16.0,1.0,5.0
Q92837,24.0,3.0,12.0,18.0,0.0,22.0,3.0,1.0,4.0,13.0,1.0,1.0,36.0,15.0,28.0,16.0,6.0,4.0,0.0,0.0
Q92838,19.0,4.0,13.0,20.0,6.0,48.0,6.0,5.0,19.0,22.0,2.0,11.0,41.0,13.0,19.0,22.0,11.0,3.0,0.0,3.0
Q92839,28.0,1.0,13.0,10.0,7.0,12.0,5.0,1.0,4.0,17.0,1.0,5.0,13.0,8.0,31.0,8.0,5.0,6.0,7.0,4.0
Q92841,31.0,2.0,31.0,35.0,7.0,54.0,7.0,3.0,23.0,13.0,7.0,16.0,45.0,24.0,45.0,35.0,26.0,8.0,1.0,11.0
Q92843,10.0,0.0,7.0,11.0,1.0,10.0,2.0,0.0,3.0,3.0,1.0,3.0,7.0,7.0,8.0,6.0,5.0,1.0,0.0,1.0
Q92845,8.0,0.0,47.0,58.0,2.0,20.0,4.0,1.0,44.0,6.0,4.0,22.0,19.0,21.0,18.0,18.0,5.0,5.0,0.0,6.0
Q92847,14.0,1.0,10.0,13.0,6.0,8.0,1.0,3.0,11.0,13.0,1.0,7.0,10.0,5.0,15.0,12.0,9.0,9.0,6.0,3.0
Q92851,16.0,2.0,13.0,38.0,3.0,13.0,5.0,5.0,29.0,5.0,4.0,16.0,17.0,21.0,21.0,27.0,19.0,8.0,4.0,2.0
Q92854,22.0,4.0,34.0,33.0,15.0,25.0,9.0,7.0,47.0,21.0,7.0,14.0,31.0,23.0,19.0,37.0,28.0,18.0,0.0,7.0
Q92858,30.0,4.0,14.0,21.0,4.0,24.0,16.0,1.0,12.0,19.0,3.0,8.0,34.0,23.0,23.0,39.0,10.0,13.0,0.0,4.0
Q92859,42.0,4.0,66.0,68.0,7.0,51.0,31.0,23.0,52.0,37.0,17.0,50.0,86.0,39.0,49.0,111.0,70.0,31.0,2.0,16.0
Q92870,31.0,4.0,41.0,41.0,2.0,23.0,11.0,8.0,45.0,26.0,4.0,38.0,49.0,24.0,25.0,53.0,35.0,22.0,0.0,3.0
Q92871,10.0,1.0,7.0,20.0,0.0,5.0,2.0,1.0,13.0,3.0,1.0,3.0,5.0,8.0,10.0,5.0,4.0,2.0,0.0,0.0
Q92874,18.0,0.0,14.0,9.0,0.0,7.0,3.0,0.0,4.0,5.0,1.0,1.0,11.0,7.0,10.0,11.0,5.0,1.0,1.0,0.0
Q92876,10.0,0.0,9.0,10.0,0.0,6.0,3.0,1.0,13.0,3.0,2.0,6.0,7.0,10.0,6.0,7.0,2.0,3.0,1.0,1.0
Q92878,17.0,1.0,61.0,120.0,2.0,23.0,14.0,8.0,103.0,13.0,6.0,44.0,10.0,73.0,52.0,51.0,32.0,8.0,0.0,4.0
Q92879,12.0,0.0,12.0,14.0,0.0,13.0,2.0,0.0,16.0,2.0,3.0,23.0,11.0,35.0,8.0,30.0,15.0,4.0,0.0,3.0
Q92882,4.0,0.0,15.0,11.0,0.0,5.0,0.0,1.0,13.0,2.0,2.0,8.0,7.0,4.0,8.0,7.0,8.0,1.0,0.0,2.0
Q92886,23.0,5.0,17.0,12.0,4.0,14.0,4.0,3.0,3.0,14.0,1.0,3.0,25.0,6.0,24.0,26.0,7.0,5.0,1.0,2.0
Q92887,17.0,0.0,46.0,57.0,20.0,20.0,13.0,17.0,69.0,32.0,6.0,37.0,20.0,26.0,39.0,50.0,34.0,19.0,9.0,3.0
Q92888,32.0,0.0,44.0,79.0,5.0,43.0,10.0,1.0,31.0,17.0,7.0,16.0,55.0,27.0,50.0,50.0,26.0,12.0,0.0,0.0
Q92889,23.0,1.0,26.0,72.0,2.0,25.0,15.0,4.0,58.0,5.0,5.0,15.0,26.0,21.0,38.0,38.0,23.0,8.0,0.0,1.0
Q92890,7.0,0.0,15.0,20.0,4.0,14.0,3.0,1.0,19.0,6.0,1.0,14.0,10.0,7.0,13.0,10.0,3.0,6.0,0.0,2.0
Q92896,25.0,1.0,36.0,72.0,5.0,33.0,15.0,3.0,67.0,20.0,7.0,23.0,33.0,51.0,41.0,31.0,20.0,7.0,1.0,6.0
Q92900,28.0,0.0,41.0,47.0,5.0,63.0,8.0,5.0,49.0,11.0,5.0,28.0,31.0,52.0,27.0,48.0,23.0,10.0,0.0,8.0
Q92901,9.0,0.0,8.0,11.0,4.0,7.0,13.0,1.0,37.0,5.0,1.0,4.0,10.0,9.0,18.0,11.0,7.0,1.0,0.0,0.0
Q92902,11.0,0.0,21.0,44.0,1.0,21.0,7.0,4.0,17.0,7.0,2.0,8.0,30.0,27.0,25.0,34.0,20.0,3.0,4.0,2.0
Q92903,7.0,1.0,13.0,20.0,15.0,10.0,5.0,5.0,16.0,12.0,3.0,4.0,16.0,9.0,18.0,17.0,10.0,10.0,5.0,8.0
Q92904,10.0,0.0,7.0,12.0,2.0,8.0,5.0,3.0,10.0,1.0,4.0,13.0,14.0,10.0,12.0,17.0,13.0,9.0,0.0,1.0
Q92905,9.0,0.0,11.0,21.0,1.0,12.0,2.0,2.0,19.0,2.0,3.0,10.0,1.0,10.0,5.0,11.0,7.0,1.0,0.0,2.0
Q92908,68.0,4.0,15.0,18.0,1.0,66.0,16.0,4.0,16.0,12.0,6.0,17.0,55.0,14.0,18.0,69.0,27.0,9.0,0.0,5.0
Q92911,19.0,3.0,16.0,15.0,6.0,23.0,2.0,3.0,9.0,35.0,3.0,8.0,20.0,6.0,25.0,16.0,14.0,14.0,7.0,3.0
Q92913,7.0,3.0,5.0,13.0,1.0,8.0,3.0,2.0,23.0,6.0,3.0,8.0,8.0,8.0,16.0,20.0,6.0,4.0,0.0,2.0
Q92914,10.0,1.0,3.0,11.0,0.0,7.0,2.0,2.0,10.0,5.0,2.0,2.0,16.0,9.0,17.0,13.0,3.0,4.0,0.0,2.0
Q92915,9.0,1.0,6.0,10.0,1.0,9.0,2.0,3.0,19.0,8.0,3.0,8.0,12.0,8.0,19.0,14.0,6.0,6.0,1.0,1.0
Q92917,24.0,1.0,26.0,33.0,1.0,25.0,2.0,1.0,21.0,11.0,3.0,13.0,29.0,22.0,28.0,17.0,18.0,5.0,1.0,1.0
Q92918,20.0,1.0,34.0,30.0,1.0,36.0,9.0,7.0,35.0,19.0,6.0,14.0,56.0,15.0,37.0,47.0,20.0,8.0,1.0,2.0
Q92922,49.0,1.0,50.0,90.0,1.0,53.0,14.0,6.0,66.0,18.0,17.0,35.0,86.0,47.0,34.0,42.0,35.0,21.0,0.0,5.0
Q92925,33.0,0.0,20.0,20.0,4.0,40.0,6.0,1.0,23.0,13.0,14.0,8.0,47.0,28.0,29.0,15.0,12.0,9.0,0.0,1.0
Q92928,4.0,2.0,10.0,8.0,1.0,14.0,0.0,4.0,11.0,2.0,2.0,5.0,6.0,6.0,5.0,10.0,11.0,3.0,1.0,0.0
Q92930,5.0,1.0,10.0,11.0,3.0,8.0,0.0,5.0,17.0,2.0,2.0,8.0,1.0,2.0,11.0,12.0,11.0,1.0,0.0,0.0
Q92932,44.0,0.0,49.0,63.0,3.0,45.0,19.0,4.0,30.0,36.0,4.0,13.0,67.0,40.0,56.0,57.0,17.0,16.0,2.0,5.0
Q92934,10.0,0.0,8.0,13.0,3.0,18.0,6.0,2.0,4.0,5.0,2.0,2.0,14.0,11.0,16.0,25.0,4.0,1.0,2.0,1.0
Q92935,22.0,0.0,13.0,24.0,2.0,25.0,5.0,0.0,11.0,15.0,1.0,3.0,30.0,22.0,28.0,24.0,9.0,4.0,3.0,1.0
Q92945,28.0,0.0,32.0,24.0,6.0,104.0,8.0,3.0,22.0,3.0,4.0,17.0,91.0,54.0,23.0,20.0,12.0,3.0,2.0,5.0
Q92947,7.0,0.0,14.0,18.0,1.0,15.0,4.0,0.0,10.0,4.0,2.0,5.0,4.0,12.0,14.0,10.0,6.0,1.0,0.0,1.0
Q92949,37.0,2.0,23.0,29.0,3.0,32.0,11.0,2.0,15.0,14.0,1.0,5.0,43.0,15.0,14.0,23.0,16.0,7.0,2.0,1.0
Q92952,26.0,4.0,23.0,18.0,4.0,23.0,11.0,7.0,17.0,14.0,2.0,6.0,32.0,16.0,28.0,19.0,12.0,8.0,4.0,6.0
Q92953,21.0,5.0,44.0,71.0,12.0,26.0,14.0,13.0,44.0,37.0,6.0,33.0,48.0,30.0,43.0,65.0,40.0,17.0,3.0,4.0
Q92954,93.0,1.0,29.0,103.0,3.0,28.0,8.0,13.0,156.0,27.0,11.0,32.0,226.0,22.0,29.0,75.0,269.0,24.0,1.0,5.0
Q92959,21.0,1.0,10.0,9.0,11.0,18.0,3.0,10.0,19.0,24.0,3.0,13.0,16.0,13.0,20.0,32.0,16.0,8.0,1.0,1.0
Q92963,7.0,2.0,12.0,11.0,1.0,5.0,2.0,1.0,14.0,4.0,2.0,1.0,5.0,5.0,18.0,11.0,5.0,4.0,1.0,3.0
Q92966,7.0,3.0,22.0,30.0,3.0,20.0,5.0,0.0,13.0,5.0,1.0,8.0,11.0,6.0,17.0,13.0,8.0,2.0,2.0,1.0
Q92968,21.0,1.0,17.0,16.0,7.0,21.0,4.0,3.0,14.0,13.0,5.0,9.0,27.0,13.0,20.0,26.0,18.0,11.0,2.0,10.0
Q92973,11.0,0.0,50.0,48.0,2.0,9.0,8.0,8.0,28.0,4.0,4.0,25.0,33.0,42.0,17.0,16.0,15.0,5.0,1.0,3.0
Q92974,46.0,2.0,44.0,82.0,7.0,35.0,6.0,8.0,32.0,35.0,8.0,22.0,41.0,37.0,84.0,62.0,35.0,11.0,0.0,4.0
Q92979,7.0,0.0,10.0,8.0,2.0,13.0,2.0,2.0,14.0,3.0,2.0,4.0,10.0,6.0,12.0,7.0,2.0,2.0,1.0,0.0
Q92982,10.0,0.0,5.0,4.0,4.0,10.0,2.0,2.0,6.0,7.0,5.0,6.0,10.0,4.0,2.0,7.0,2.0,7.0,2.0,3.0
Q92985,43.0,2.0,15.0,28.0,2.0,32.0,3.0,0.0,8.0,9.0,2.0,3.0,46.0,16.0,25.0,17.0,15.0,4.0,2.0,1.0
Q92988,19.0,4.0,7.0,8.0,4.0,14.0,6.0,2.0,11.0,23.0,3.0,5.0,32.0,17.0,9.0,27.0,11.0,5.0,2.0,8.0
Q92989,1.0,1.0,15.0,30.0,0.0,11.0,4.0,0.0,18.0,2.0,1.0,5.0,6.0,9.0,18.0,8.0,8.0,1.0,1.0,1.0
Q92990,6.0,1.0,17.0,45.0,0.0,10.0,3.0,5.0,34.0,4.0,3.0,24.0,7.0,19.0,5.0,14.0,8.0,2.0,0.0,3.0
Q92993,16.0,3.0,22.0,30.0,2.0,20.0,5.0,6.0,33.0,11.0,2.0,11.0,23.0,14.0,32.0,25.0,15.0,11.0,1.0,3.0
Q92994,37.0,8.0,38.0,66.0,3.0,47.0,12.0,6.0,35.0,24.0,5.0,12.0,26.0,20.0,35.0,52.0,18.0,15.0,1.0,6.0
Q92995,23.0,0.0,44.0,53.0,2.0,29.0,5.0,4.0,28.0,8.0,5.0,26.0,31.0,16.0,31.0,25.0,10.0,5.0,1.0,2.0
Q92997,27.0,1.0,40.0,37.0,8.0,45.0,23.0,4.0,19.0,16.0,13.0,17.0,60.0,11.0,46.0,76.0,28.0,5.0,0.0,8.0
Q93009,10.0,2.0,66.0,64.0,2.0,23.0,12.0,3.0,54.0,3.0,5.0,29.0,20.0,36.0,27.0,22.0,16.0,3.0,1.0,0.0
Q93015,15.0,2.0,9.0,15.0,1.0,10.0,6.0,3.0,5.0,11.0,2.0,5.0,36.0,9.0,16.0,9.0,15.0,2.0,0.0,1.0
Q93033,17.0,0.0,28.0,42.0,6.0,26.0,10.0,5.0,46.0,20.0,4.0,29.0,22.0,44.0,29.0,47.0,34.0,6.0,3.0,7.0
Q93034,18.0,0.0,28.0,54.0,1.0,9.0,2.0,2.0,56.0,8.0,2.0,25.0,13.0,27.0,21.0,20.0,19.0,6.0,0.0,0.0
Q93038,31.0,5.0,17.0,22.0,1.0,22.0,7.0,2.0,8.0,27.0,5.0,5.0,32.0,17.0,24.0,22.0,16.0,14.0,3.0,3.0
Q93045,16.0,0.0,3.0,28.0,2.0,2.0,2.0,9.0,22.0,15.0,6.0,9.0,7.0,10.0,12.0,11.0,2.0,4.0,0.0,3.0
Q93050,8.0,0.0,19.0,44.0,14.0,18.0,7.0,7.0,20.0,14.0,3.0,18.0,19.0,16.0,25.0,22.0,17.0,5.0,3.0,7.0
Q93052,20.0,3.0,22.0,27.0,5.0,40.0,12.0,7.0,30.0,13.0,8.0,17.0,73.0,22.0,14.0,41.0,29.0,17.0,1.0,5.0
Q93062,11.0,1.0,2.0,14.0,0.0,5.0,0.0,0.0,11.0,3.0,2.0,10.0,21.0,6.0,7.0,8.0,9.0,2.0,0.0,2.0
Q93063,10.0,1.0,26.0,32.0,4.0,10.0,5.0,7.0,29.0,6.0,4.0,16.0,14.0,12.0,18.0,14.0,10.0,7.0,2.0,3.0
Q93070,3.0,1.0,5.0,7.0,1.0,11.0,1.0,4.0,18.0,14.0,2.0,10.0,11.0,12.0,9.0,8.0,13.0,4.0,1.0,3.0
Q93073,50.0,6.0,44.0,91.0,6.0,39.0,17.0,12.0,71.0,28.0,14.0,56.0,52.0,54.0,38.0,109.0,60.0,25.0,3.0,6.0
Q93074,46.0,3.0,72.0,100.0,8.0,82.0,29.0,14.0,85.0,32.0,17.0,46.0,105.0,164.0,64.0,118.0,74.0,26.0,0.0,15.0
Q93075,30.0,4.0,30.0,57.0,6.0,26.0,10.0,3.0,44.0,7.0,5.0,14.0,39.0,21.0,48.0,93.0,21.0,18.0,5.0,7.0
Q93077,10.0,0.0,1.0,7.0,0.0,12.0,3.0,0.0,13.0,2.0,1.0,5.0,2.0,4.0,13.0,4.0,3.0,3.0,0.0,3.0
Q93079,5.0,0.0,4.0,4.0,1.0,5.0,2.0,1.0,20.0,1.0,1.0,3.0,6.0,3.0,8.0,11.0,6.0,5.0,0.0,3.0
Q93083,5.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,8.0,0.0,2.0,1.0,2.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0
Q93084,30.0,2.0,30.0,50.0,6.0,27.0,9.0,5.0,15.0,23.0,3.0,11.0,29.0,19.0,35.0,24.0,27.0,13.0,10.0,5.0
Q93086,14.0,2.0,17.0,25.0,3.0,19.0,5.0,1.0,23.0,20.0,2.0,11.0,9.0,14.0,15.0,25.0,4.0,8.0,0.0,5.0
Q93088,10.0,1.0,9.0,30.0,1.0,15.0,1.0,1.0,25.0,1.0,2.0,7.0,11.0,10.0,10.0,7.0,4.0,3.0,3.0,2.0
Q93091,4.0,2.0,4.0,1.0,1.0,3.0,5.0,0.0,7.0,14.0,1.0,4.0,9.0,7.0,6.0,8.0,3.0,4.0,2.0,3.0
Q93096,4.0,1.0,8.0,9.0,1.0,7.0,2.0,2.0,11.0,2.0,2.0,9.0,5.0,4.0,7.0,4.0,3.0,0.0,0.0,0.0
Q93097,17.0,1.0,21.0,10.0,0.0,13.0,8.0,0.0,14.0,15.0,1.0,4.0,13.0,10.0,35.0,8.0,14.0,7.0,2.0,3.0
Q93098,12.0,0.0,13.0,16.0,2.0,22.0,5.0,1.0,12.0,9.0,2.0,6.0,6.0,10.0,27.0,13.0,7.0,1.0,2.0,2.0
Q93099,5.0,0.0,14.0,18.0,1.0,10.0,3.0,0.0,20.0,1.0,1.0,12.0,12.0,6.0,8.0,9.0,2.0,4.0,0.0,1.0
Q93100,7.0,1.0,41.0,39.0,0.0,28.0,9.0,1.0,34.0,4.0,3.0,28.0,21.0,33.0,26.0,25.0,15.0,4.0,0.0,3.0
Q95460,5.0,1.0,13.0,19.0,2.0,9.0,8.0,6.0,5.0,10.0,5.0,8.0,13.0,12.0,14.0,6.0,7.0,13.0,1.0,5.0
Q969D9,8.0,0.0,2.0,5.0,4.0,3.0,1.0,3.0,10.0,8.0,2.0,7.0,5.0,4.0,5.0,9.0,10.0,2.0,0.0,2.0
Q969E1,3.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,9.0,3.0,0.0,5.0,2.0,11.0,8.0,2.0,4.0,2.0,0.0
Q969E2,4.0,0.0,2.0,5.0,4.0,13.0,0.0,6.0,6.0,3.0,4.0,6.0,8.0,3.0,5.0,9.0,4.0,8.0,1.0,3.0
Q969E3,14.0,0.0,4.0,8.0,7.0,11.0,5.0,2.0,15.0,19.0,3.0,6.0,8.0,6.0,13.0,12.0,8.0,2.0,1.0,4.0
Q969E4,8.0,2.0,18.0,34.0,2.0,26.0,3.0,1.0,19.0,7.0,5.0,4.0,15.0,14.0,18.0,10.0,3.0,7.0,1.0,3.0
Q969E8,14.0,1.0,19.0,20.0,0.0,7.0,2.0,3.0,7.0,1.0,2.0,3.0,4.0,7.0,8.0,3.0,11.0,9.0,1.0,0.0
Q969F0,14.0,0.0,3.0,17.0,2.0,13.0,5.0,2.0,9.0,11.0,9.0,8.0,6.0,11.0,16.0,9.0,4.0,3.0,4.0,2.0
Q969F2,31.0,3.0,21.0,38.0,4.0,30.0,32.0,1.0,22.0,14.0,2.0,7.0,50.0,23.0,38.0,28.0,8.0,15.0,0.0,6.0
Q969F8,37.0,3.0,5.0,4.0,2.0,18.0,7.0,0.0,3.0,22.0,1.0,4.0,28.0,4.0,27.0,17.0,2.0,9.0,4.0,4.0
Q969F9,14.0,1.0,34.0,62.0,1.0,17.0,7.0,6.0,50.0,11.0,2.0,23.0,20.0,23.0,26.0,29.0,19.0,8.0,0.0,3.0
Q969G2,16.0,1.0,22.0,19.0,2.0,26.0,8.0,2.0,20.0,5.0,8.0,9.0,15.0,22.0,17.0,27.0,15.0,8.0,1.0,2.0
Q969G3,24.0,0.0,20.0,60.0,2.0,16.0,5.0,7.0,26.0,8.0,8.0,15.0,27.0,21.0,21.0,30.0,19.0,10.0,0.0,6.0
Q969G5,29.0,0.0,5.0,31.0,2.0,22.0,5.0,1.0,8.0,25.0,3.0,3.0,26.0,17.0,25.0,18.0,10.0,14.0,0.0,0.0
Q969G6,1.0,0.0,5.0,9.0,1.0,6.0,3.0,2.0,10.0,1.0,2.0,5.0,2.0,5.0,4.0,7.0,2.0,0.0,0.0,2.0
Q969G9,26.0,3.0,19.0,34.0,6.0,32.0,28.0,6.0,27.0,21.0,2.0,8.0,34.0,23.0,33.0,35.0,10.0,17.0,1.0,4.0
Q969H0,5.0,1.0,28.0,56.0,5.0,28.0,8.0,5.0,26.0,15.0,6.0,19.0,16.0,33.0,24.0,34.0,30.0,19.0,0.0,3.0
Q969H4,27.0,2.0,31.0,52.0,2.0,27.0,13.0,3.0,19.0,21.0,2.0,7.0,56.0,35.0,34.0,52.0,22.0,7.0,1.0,2.0
Q969H8,11.0,0.0,4.0,10.0,0.0,12.0,2.0,0.0,6.0,6.0,1.0,3.0,8.0,4.0,6.0,7.0,8.0,5.0,2.0,0.0
Q969H9,4.0,0.0,3.0,4.0,0.0,2.0,3.0,1.0,7.0,7.0,2.0,6.0,7.0,6.0,2.0,12.0,7.0,1.0,1.0,2.0
Q969I3,1.0,0.0,9.0,24.0,3.0,7.0,4.0,0.0,17.0,3.0,2.0,9.0,4.0,9.0,7.0,11.0,3.0,2.0,1.0,0.0
Q969I6,8.0,0.0,16.0,21.0,10.0,15.0,6.0,14.0,19.0,11.0,4.0,16.0,14.0,4.0,7.0,17.0,12.0,11.0,2.0,8.0
Q969J2,23.0,6.0,16.0,50.0,0.0,31.0,9.0,7.0,33.0,12.0,5.0,12.0,18.0,33.0,34.0,36.0,24.0,9.0,0.0,1.0
Q969J3,8.0,0.0,9.0,15.0,4.0,5.0,2.0,3.0,11.0,7.0,5.0,8.0,11.0,15.0,13.0,16.0,5.0,4.0,0.0,2.0
Q969J5,5.0,1.0,4.0,17.0,4.0,9.0,6.0,1.0,11.0,4.0,4.0,9.0,5.0,12.0,11.0,13.0,6.0,3.0,2.0,2.0
Q969K3,18.0,2.0,28.0,28.0,7.0,18.0,4.0,2.0,15.0,10.0,7.0,12.0,11.0,16.0,22.0,34.0,16.0,9.0,2.0,3.0
Q969K4,15.0,0.0,30.0,29.0,1.0,12.0,4.0,0.0,14.0,3.0,1.0,5.0,13.0,10.0,23.0,13.0,4.0,3.0,2.0,1.0
Q969K7,7.0,1.0,5.0,6.0,1.0,8.0,4.0,2.0,4.0,17.0,4.0,1.0,8.0,4.0,8.0,10.0,8.0,10.0,3.0,2.0
Q969L2,7.0,3.0,4.0,0.0,7.0,7.0,2.0,3.0,0.0,13.0,2.0,7.0,14.0,2.0,5.0,7.0,5.0,4.0,2.0,1.0
Q969L4,2.0,0.0,6.0,4.0,4.0,7.0,3.0,3.0,6.0,0.0,1.0,5.0,2.0,6.0,9.0,3.0,3.0,4.0,2.0,1.0
Q969M1,3.0,1.0,5.0,8.0,4.0,7.0,3.0,1.0,1.0,12.0,2.0,4.0,11.0,5.0,9.0,5.0,4.0,3.0,1.0,3.0
Q969M2,6.0,0.0,20.0,23.0,5.0,16.0,16.0,10.0,18.0,12.0,1.0,13.0,18.0,20.0,24.0,31.0,8.0,6.0,2.0,1.0
Q969M3,6.0,0.0,9.0,5.0,8.0,15.0,0.0,6.0,4.0,6.0,6.0,6.0,9.0,16.0,1.0,12.0,6.0,3.0,0.0,13.0
Q969M7,7.0,1.0,13.0,10.0,0.0,5.0,1.0,1.0,10.0,4.0,1.0,4.0,1.0,1.0,9.0,6.0,8.0,4.0,0.0,0.0
Q969N2,12.0,1.0,15.0,19.0,1.0,13.0,4.0,2.0,18.0,15.0,2.0,17.0,20.0,13.0,18.0,18.0,19.0,5.0,1.0,5.0
Q969P0,22.0,1.0,10.0,27.0,2.0,35.0,2.0,0.0,7.0,18.0,4.0,2.0,33.0,20.0,30.0,19.0,16.0,6.0,1.0,3.0
Q969P5,3.0,0.0,12.0,11.0,2.0,6.0,2.0,0.0,24.0,4.0,1.0,13.0,5.0,13.0,13.0,11.0,7.0,2.0,0.0,1.0
Q969P6,19.0,0.0,20.0,44.0,0.0,18.0,3.0,0.0,38.0,2.0,1.0,7.0,9.0,20.0,38.0,10.0,10.0,3.0,0.0,0.0
Q969Q0,2.0,0.0,3.0,1.0,2.0,8.0,0.0,1.0,19.0,1.0,2.0,2.0,3.0,6.0,8.0,3.0,5.0,1.0,0.0,2.0
Q969Q1,8.0,0.0,18.0,42.0,6.0,15.0,6.0,5.0,24.0,5.0,4.0,7.0,7.0,26.0,12.0,17.0,16.0,4.0,0.0,4.0
Q969Q4,9.0,2.0,6.0,11.0,0.0,9.0,4.0,0.0,7.0,3.0,2.0,5.0,8.0,5.0,7.0,9.0,3.0,3.0,0.0,1.0
Q969Q5,4.0,2.0,11.0,13.0,3.0,8.0,4.0,1.0,8.0,1.0,2.0,3.0,3.0,5.0,12.0,8.0,5.0,5.0,0.0,4.0
Q969Q6,8.0,0.0,21.0,30.0,2.0,8.0,3.0,2.0,25.0,4.0,2.0,16.0,7.0,12.0,10.0,10.0,12.0,3.0,0.0,4.0
Q969R2,38.0,3.0,29.0,60.0,8.0,46.0,16.0,5.0,43.0,27.0,9.0,19.0,41.0,22.0,34.0,70.0,34.0,19.0,1.0,5.0
Q969R5,17.0,0.0,34.0,44.0,3.0,26.0,6.0,5.0,48.0,17.0,4.0,11.0,25.0,13.0,23.0,40.0,19.0,9.0,0.0,3.0
Q969R8,9.0,1.0,16.0,24.0,0.0,18.0,8.0,2.0,11.0,4.0,2.0,9.0,15.0,12.0,10.0,16.0,10.0,0.0,0.0,1.0
Q969S0,6.0,0.0,5.0,6.0,7.0,6.0,0.0,10.0,12.0,18.0,2.0,6.0,6.0,5.0,8.0,9.0,7.0,4.0,4.0,3.0
Q969S2,10.0,0.0,11.0,20.0,0.0,22.0,4.0,0.0,15.0,1.0,2.0,1.0,16.0,20.0,7.0,17.0,3.0,4.0,0.0,0.0
Q969S3,38.0,1.0,30.0,46.0,2.0,17.0,4.0,4.0,35.0,8.0,8.0,10.0,14.0,18.0,21.0,21.0,11.0,14.0,2.0,4.0
Q969S6,2.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,9.0,1.0,2.0,1.0,4.0,6.0,2.0,4.0,6.0,4.0,1.0
Q969S8,18.0,1.0,18.0,28.0,1.0,18.0,7.0,0.0,6.0,2.0,4.0,3.0,28.0,24.0,15.0,18.0,5.0,9.0,0.0,1.0
