ID,PTM_count,Phosphorylation,Glycosylation,Ubiquitination,SUMOylation,Acetyllysine,Palmitoylation,Hydroxylation,Methylation,Pyrrolidone_carboxylic_acid
Q13753,71,33,6,10,0,4,3,14,0,1
P06239,31,17,5,4,1,0,2,1,0,1
Q96PV6,67,27,12,6,1,2,0,6,12,1
A6PVS8,25,6,5,4,2,7,0,0,0,1
P58215,22,6,7,4,0,0,2,3,0,0
Q9Y608,86,64,6,8,0,5,0,1,1,1
P20774,15,4,3,1,0,2,0,1,2,2
Q9NQG6,21,11,4,2,1,1,0,0,2,0
Q14165,19,9,1,2,1,2,2,0,2,0
A0A1B0GUY1,24,6,1,3,2,1,0,8,2,1
Q9UBG0,76,32,21,4,2,2,1,6,5,3
Q8N3F0,4,3,0,0,0,1,0,0,0,0
A4FU01,26,15,2,4,0,0,0,0,3,2
Q9UHE5,5,1,0,0,0,1,1,1,0,1
Q13765,26,14,9,2,0,0,0,1,0,0
Q9UK23,31,11,9,1,0,0,0,10,0,0
O96009,9,2,3,1,0,2,0,0,1,0
P20592,26,6,6,2,2,5,1,1,3,0
Q5TI25,56,31,1,17,4,0,0,2,0,1
P52298,17,7,2,3,0,2,0,0,2,1
O00541,27,12,2,6,3,2,1,0,1,0
Q9HCH0,163,91,27,11,4,4,0,15,9,2
P26718,11,4,3,0,0,1,0,1,0,2
P21452,15,3,8,0,0,0,2,1,0,1
Q969F2,41,22,3,5,1,3,0,4,1,2
Q8IVV8,7,0,0,1,0,0,3,0,0,3
P29120,38,23,3,4,0,4,1,1,1,1
P78426,52,21,12,2,0,1,0,13,2,1
Q6NVV3,13,0,5,1,1,2,0,1,0,3
O15118,40,4,19,5,0,2,2,4,0,4
O94818,59,34,11,8,1,0,0,0,3,2
P40261,6,1,0,0,1,3,1,0,0,0
P48145,15,2,7,0,0,1,1,1,0,3
Q8N183,8,4,0,3,1,0,0,0,0,0
Q9Y3C1,16,5,0,4,1,0,0,1,4,1
P08473,27,7,7,3,2,6,0,1,0,1
Q6PJE2,13,9,1,0,0,1,1,1,0,0
P30990,9,5,0,0,0,0,1,1,1,1
O95897,20,8,7,0,0,2,0,0,1,2
Q9GZK4,9,3,1,0,0,0,0,0,1,4
Q8WZ84,3,0,2,0,0,0,1,0,0,0
Q8IYS1,21,7,5,5,1,0,0,2,0,1
Q16822,28,12,8,3,1,3,0,0,1,0
Q9BRP1,15,8,1,2,0,2,1,1,0,0
Q9NPJ4,18,8,5,1,0,1,0,1,2,0
Q9UNP9,26,11,3,2,1,6,1,0,2,0
O96001,10,8,0,2,0,0,0,0,0,0
Q9NYT0,20,13,0,0,0,6,0,1,0,0
P12277,21,11,1,3,0,4,0,0,1,1
Q99542,22,6,10,1,0,3,1,0,0,1
P08254,23,9,3,1,0,3,2,2,3,0
Q8IWD5,28,12,7,3,0,1,1,0,2,2
Q10469,13,4,2,0,1,2,1,0,2,1
P39210,2,0,0,1,0,0,0,0,0,1
O43482,11,6,1,1,0,0,0,1,1,1
P12872,5,3,0,0,0,0,0,0,1,1
Q9ULC0,53,13,36,3,0,0,1,0,0,0
Q9NZV6,8,2,2,2,0,1,1,0,0,0
P49286,12,1,5,0,0,0,2,4,0,0
Q9UPR5,40,9,12,4,0,4,1,6,1,3
Q96HR8,54,16,5,1,3,1,0,25,2,1
Q8TBE9,3,0,0,1,0,1,1,0,0,0
Q8WY41,34,9,5,2,0,1,0,13,4,0
Q8N159,33,19,5,2,0,1,0,2,4,0
O95613,203,109,8,57,11,5,1,1,1,10
Q69YI7,26,6,13,0,2,0,0,4,0,1
Q96QE2,23,13,4,2,1,0,0,0,1,2
Q9UIF7,22,9,4,5,0,0,0,1,3,0
Q96JP2,95,32,15,11,3,3,0,16,10,5
P32418,34,9,9,7,1,4,1,1,2,0
O95544,26,15,5,1,0,1,0,3,0,1
P19878,28,10,7,8,0,1,0,0,1,1
Q5TAG4,106,55,7,29,6,1,0,6,0,2
Q15080,20,8,1,1,1,4,0,0,1,4
P19404,16,6,1,4,0,1,0,2,0,2
P52179,107,46,15,17,6,14,1,4,4,0
Q9NP64,16,11,2,1,0,2,0,0,0,0
Q9BPW8,17,4,0,1,1,8,1,1,1,0
P46934,74,41,17,7,2,1,0,1,1,4
Q96P71,20,13,1,1,0,0,2,0,0,3
Q8NFZ3,34,11,12,4,0,2,0,2,1,2
P48146,13,4,4,0,0,0,1,0,1,3
O96000,12,5,0,5,0,0,0,0,0,2
O60551,22,13,4,3,0,1,0,0,0,1
Q330K2,12,4,2,1,0,2,0,1,2,0
O75306,14,3,4,3,1,0,1,1,1,0
Q14207,120,71,27,9,5,4,0,0,3,1
Q14494,37,16,12,2,0,1,0,2,1,3
P21359,106,65,13,6,5,7,1,1,3,5
Q8IXH7,15,5,3,2,1,1,1,1,0,1
Q9ULP0,21,14,3,1,0,1,2,0,0,0
Q9NQ35,14,7,3,1,1,2,0,0,0,0
P0C025,17,6,2,0,1,0,0,2,2,4
Q13416,43,26,2,4,4,6,0,0,1,0
O60412,5,1,1,0,0,1,0,0,1,1
P41143,20,5,3,0,0,0,2,7,1,2
A6NL26,5,0,3,0,0,1,0,0,0,1
Q8NH87,5,0,3,0,1,0,0,0,0,1
Q8NGV0,5,0,2,1,0,0,0,0,1,1
Q8NFH4,6,2,1,1,0,0,0,0,0,2
Q9NZP5,1,0,1,0,0,0,0,0,0,0
A0A096LPK9,5,0,1,1,0,0,2,0,0,1
O95206,81,36,20,5,0,1,2,12,2,3
Q3KNV8,15,4,3,4,1,2,0,0,1,0
Q9H4B0,18,3,4,5,3,2,0,0,0,1
Q86WK9,7,0,1,1,1,0,1,0,1,2
P35227,41,9,15,5,0,0,0,10,2,0
Q9NPB6,30,22,1,0,0,1,0,2,3,1
Q9Y5F2,31,14,9,4,1,1,1,0,0,1
Q9BYG4,20,10,2,0,0,4,0,1,3,0
Q9UN74,52,23,15,6,0,2,0,0,2,4
Q8NC51,60,23,5,9,4,5,0,2,10,2
Q96RV3,152,103,29,2,2,1,3,3,4,5
Q9Y5H5,51,28,11,4,0,1,0,0,2,5
Q9NXG6,16,7,6,1,0,1,0,0,0,1
Q14554,23,4,0,3,5,9,1,1,0,0
Q9P2J9,15,10,2,2,0,1,0,0,0,0
Q9Y2S7,15,7,0,4,0,1,1,1,1,0
Q96GU1,14,7,1,3,0,0,0,1,0,2
O15460,28,10,2,8,1,0,1,1,2,3
Q99447,16,10,1,0,1,2,0,1,1,0
Q8NBM8,14,1,6,3,1,0,0,2,0,1
Q58A44,14,8,3,0,0,0,0,1,2,0
Q8NDX5,89,40,38,1,0,1,0,4,3,2
P80108,32,15,12,3,0,1,0,1,0,0
Q96BK5,30,15,3,6,0,3,0,0,0,3
P05164,25,10,8,2,0,2,0,1,0,2
P54278,64,40,10,3,3,2,0,2,2,2
Q8NBV4,12,6,0,0,0,0,1,1,1,3
Q7Z6Z6,15,5,6,2,1,0,0,0,0,1
P01602,10,3,2,1,0,0,1,0,1,2
Q8NC56,32,16,5,2,3,0,0,1,5,0
Q9Y4W2,37,18,7,7,3,1,0,0,1,0
P04180,24,6,8,1,1,1,0,7,0,0
Q9UIQ6,43,13,19,2,2,5,1,0,0,1
Q9Y4X4,54,23,24,0,2,0,0,1,2,2
Q9HBW1,40,7,28,1,0,0,0,2,0,2
O43325,10,5,1,0,0,1,0,0,2,1
P01705,11,4,1,1,0,0,1,1,2,1
P59942,6,3,0,0,0,0,1,0,1,1
Q96A72,5,1,2,1,0,1,0,0,0,0
Q9NRN9,10,3,0,2,0,2,0,0,3,0
Q6UXV4,22,12,4,0,3,1,0,0,2,0
Q9UNW1,14,9,2,0,0,1,1,0,1,0
P50219,36,8,11,7,0,0,0,7,2,1
O15439,53,23,7,5,2,6,1,1,0,8
Q96BY2,11,3,2,1,0,4,1,0,0,0
P35548,20,15,1,1,1,0,0,1,1,0
P55157,42,18,2,10,3,6,1,1,1,0
Q9Y4I5,18,6,1,7,2,1,0,1,0,0
Q9H3R2,73,11,51,2,0,0,0,7,1,1
Q6ZS30,96,50,19,5,4,9,2,1,2,4
Q9H0A0,42,18,7,1,2,5,0,0,6,3
Q96NK8,21,12,1,1,1,2,0,0,4,0
O15049,53,31,3,6,0,2,0,8,0,3
Q9BXJ9,32,13,4,6,3,4,1,1,0,0
Q9P2K5,41,20,1,3,5,3,0,2,7,0
Q9BSU3,23,17,0,2,1,2,0,0,0,1
Q9HB07,11,6,1,1,0,2,0,0,1,0
Q7Z406,107,39,7,35,3,4,0,4,3,12
Q15742,46,31,4,5,0,1,0,4,1,0
P02689,15,7,0,3,0,3,1,0,1,0
P12036,131,78,2,8,37,1,0,0,4,1
Q9HC98,13,7,0,1,1,1,0,1,1,1
Q8TAT5,33,16,4,0,2,4,2,2,2,1
Q9Y585,8,0,2,1,0,1,0,0,1,3
A6NET4,4,1,1,0,0,1,0,0,1,0
P23760,36,15,14,3,0,1,0,0,3,0
P14859,105,28,70,2,1,1,0,2,1,0
Q9UD71,27,21,0,2,0,1,0,2,1,0
Q9H875,26,11,4,2,4,1,0,2,0,2
Q5SGD2,11,3,4,4,0,0,0,0,0,0
P67775,7,5,0,1,0,0,0,0,1,0
P42336,38,14,5,6,7,3,0,2,0,1
Q96T49,29,17,3,7,0,0,1,0,0,1
O60240,41,31,0,3,0,1,0,1,3,2
Q16512,71,47,9,8,1,1,1,0,3,1
A6NEC2,16,5,1,3,0,6,0,1,0,0
Q9NW61,3,2,0,1,0,0,0,0,0,0
Q96S07,43,20,2,2,0,1,1,9,7,1
O43464,35,16,7,3,0,0,0,2,5,2
Q9Y251,21,4,6,1,1,3,1,0,3,2
P01762,4,2,0,0,0,0,1,0,0,1
A0A0C4DH32,3,1,0,0,0,0,1,0,0,1
Q9UBY9,8,6,1,1,0,0,0,0,0,0
Q03933,34,14,6,4,4,3,0,1,1,1
P35914,17,9,2,2,0,4,0,0,0,0
P82970,26,9,2,10,2,0,0,1,2,0
Q9P2X3,11,6,2,2,1,0,0,0,0,0
O15111,35,15,6,3,0,5,1,2,1,2
Q9NYY1,8,3,0,1,0,2,1,0,1,0
Q9UBP8,6,3,0,2,0,0,0,0,1,0
P05783,49,32,5,3,2,2,0,0,5,0
Q5JT82,29,10,11,1,0,0,0,2,4,1
A0A0A0MT89,3,1,1,0,1,0,0,0,0,0
Q9ULH0,133,83,15,11,5,5,2,0,8,4
O14901,43,21,10,4,0,0,0,4,2,2
O60333,106,72,15,6,3,7,0,1,1,1
Q96RP8,12,0,3,1,0,0,2,4,1,1
P04433,7,2,3,0,0,0,0,0,1,1
Q3ZCW2,8,4,1,1,1,0,0,0,0,1
Q9UHB6,93,63,10,9,2,8,0,0,0,1
A8MUM7,1,1,0,0,0,0,0,0,0,0
Q96GY3,28,15,0,1,1,3,0,7,1,0
Q5T749,43,19,3,1,0,0,2,12,5,1
F2Z398,3,3,0,0,0,0,0,0,0,0
Q9P127,31,23,2,3,0,1,0,0,1,1
Q6UXB3,2,0,2,0,0,0,0,0,0,0
Q9NR34,20,8,3,1,1,1,0,3,3,0
Q8NB16,26,11,1,4,2,7,0,0,0,1
Q99707,51,21,7,11,0,8,3,0,1,0
P08253,28,9,6,4,2,5,1,1,0,0
Q86YR7,60,31,7,3,3,9,1,2,3,1
Q86VX9,44,32,5,1,0,0,0,3,3,0
P34949,20,9,4,1,1,0,2,1,1,1
A6NHM9,13,4,6,0,0,1,0,0,0,2
Q6ZSM3,18,6,6,0,0,0,4,2,0,0
P03891,8,0,7,0,0,0,0,0,0,1
Q3ZCN5,81,19,33,2,1,2,1,20,2,1
O43612,10,4,0,0,0,0,0,5,0,1
Q8NHB1,4,1,1,0,0,0,1,0,0,1
A8MW92,82,47,9,10,5,5,2,0,2,2
Q6TGC4,33,15,8,1,1,5,1,1,0,1
Q15004,16,8,2,2,0,2,0,1,1,0
Q8N7B6,31,16,0,5,0,3,3,1,2,1
Q86V24,15,9,2,0,0,0,1,1,1,1
Q7Z2X7,11,7,1,1,1,0,0,0,0,1
Q9Y5I1,51,26,11,6,0,1,0,0,1,6
Q9NRA1,15,3,6,1,0,2,0,0,0,3
Q9NQU5,54,28,10,3,4,0,0,8,0,1
Q9H6A9,121,87,12,7,1,1,2,1,5,5
Q96LB8,11,3,5,1,0,1,0,0,0,1
Q6IN85,55,33,8,2,1,1,1,6,2,1
Q13608,35,15,7,3,3,0,1,2,2,2
Q9ULL4,68,25,16,4,1,1,1,1,11,8
Q5EBL8,4,2,0,0,0,1,0,0,1,0
Q9UL42,13,7,2,1,0,1,1,0,0,1
Q6S8J3,84,40,11,10,0,2,13,4,3,1
Q6PEZ8,11,6,1,0,0,1,0,2,1,0
Q9H237,7,1,0,0,0,1,3,1,1,0
A8MPX8,35,19,9,2,0,3,0,0,1,1
Q8IVE3,97,65,7,7,1,8,1,1,5,2
Q7Z443,44,12,17,2,2,3,0,0,3,5
Q9BQR3,10,3,2,0,1,2,1,0,0,1
O95084,20,5,5,1,2,2,0,0,3,2
P54821,27,15,9,1,0,1,0,0,0,1
Q15735,105,54,28,4,1,1,0,7,9,1
P23759,35,12,11,4,1,1,0,1,5,0
Q9BUH6,16,10,1,3,0,0,0,1,1,0
O75381,44,18,11,4,2,1,0,4,0,4
Q96T60,20,11,0,5,0,0,1,0,2,1
P35408,41,24,6,1,0,1,3,0,1,5
O43808,7,0,2,1,0,2,0,0,1,1
A2A3K4,44,27,3,5,0,2,1,2,1,3
Q9Y6J8,9,4,4,1,0,0,0,0,0,0
Q16831,11,3,3,2,1,1,0,1,0,0
Q96RI9,17,11,2,0,0,2,0,0,0,2
Q9P1P5,10,3,3,0,2,0,1,0,0,1
Q8N3H0,3,0,2,0,0,0,0,0,1,0
Q5QJ74,20,10,4,1,2,1,0,0,1,1
Q86TM6,52,9,28,1,0,0,1,9,1,3
Q6XYQ8,33,17,4,2,1,1,2,5,0,1
Q9P016,18,7,1,2,2,4,0,1,1,0
B4DZS4,19,8,5,2,0,0,0,3,0,1
Q7L7X3,64,32,6,9,5,3,0,1,2,6
Q6PEY2,12,2,3,3,1,1,1,0,1,0
Q969V4,21,4,4,8,0,2,0,0,2,1
Q9BSF4,4,2,0,1,0,0,0,1,0,0
Q8IUR0,12,2,1,4,0,2,0,0,1,2
Q9NRJ4,111,60,24,6,3,1,2,4,8,3
Q8TAM2,30,8,8,3,0,1,2,0,7,1
A0A087WT02,4,0,1,1,0,1,0,0,0,1
Q96PP4,15,2,4,2,1,3,0,0,1,2
D6RBM5,7,3,1,2,0,0,1,0,0,0
P07911,22,4,12,0,0,1,0,4,1,0
Q15029,34,17,8,3,2,2,0,0,1,1
P10599,6,0,0,4,0,2,0,0,0,0
Q9Y4G6,123,49,21,38,4,6,1,0,3,1
Q8IY95,17,7,2,1,1,1,2,0,1,2
P37173,29,15,5,2,1,2,0,2,1,1
Q8IYM9,22,6,3,5,2,2,0,3,1,0
Q5T2D2,27,18,5,1,1,1,1,0,0,0
Q9NZQ9,25,10,4,3,1,1,0,0,3,3
Q9BX59,18,12,2,0,1,0,1,0,1,1
Q6PJ69,16,3,3,2,0,1,0,0,2,5
Q8N7C3,18,7,4,4,0,2,1,0,0,0
Q969Z4,32,12,5,6,0,0,4,3,1,1
Q9Y606,20,6,2,5,1,0,0,5,1,0
Q8NDW8,26,3,4,7,3,5,0,0,1,3
A8MYJ7,21,4,1,6,1,0,2,1,0,6
A6PVC2,47,19,2,11,2,2,1,6,2,2
A0A0B4J263,7,0,2,0,2,0,0,0,2,1
Q9BY10,21,8,4,0,1,1,2,2,2,1
Q6PGP7,63,16,7,13,7,10,1,0,5,4
P30536,3,0,0,0,0,0,0,1,1,1
Q12792,22,7,2,6,3,2,0,1,1,0
O94759,66,25,10,13,1,2,1,2,3,9
P61086,14,4,2,1,3,1,0,1,0,2
Q16881,25,7,2,4,2,5,2,1,1,1
Q9P2D8,129,66,22,8,5,3,6,3,6,10
O75795,14,3,3,1,1,1,3,0,1,1
O14795,80,43,15,5,6,6,1,1,3,0
P35504,9,0,4,0,1,0,3,1,0,0
O60701,20,7,1,4,0,0,2,3,3,0
O00124,13,5,0,4,1,0,2,0,0,1
Q6IPR3,12,3,4,2,1,0,1,0,1,0
Q96NG5,15,9,4,1,1,0,0,0,0,0
Q9UJU3,41,17,7,10,1,4,0,1,1,0
Q969N4,11,2,2,2,2,0,0,0,0,3
Q9BQ87,26,12,9,1,1,0,1,0,0,2
P57105,5,2,2,1,0,0,0,0,0,0
Q92609,73,43,12,8,0,0,1,4,3,2
A0A087WVF3,36,14,3,2,2,2,2,5,4,2
O15119,57,28,12,6,0,3,0,1,5,2
Q495A1,11,5,3,0,0,0,1,1,0,1
Q3YBM2,16,7,3,0,0,1,1,1,0,3
P31314,26,6,12,2,0,1,0,3,1,1
Q9BSI4,24,9,3,4,0,1,0,2,3,2
P59533,5,0,2,0,0,0,1,0,0,2
Q8IUE0,15,9,1,2,0,0,1,2,0,0
A0A0A0MT70,4,3,0,0,0,0,0,0,1,0
Q5JRA6,151,88,19,24,5,7,0,1,5,2
O60704,15,5,2,2,0,5,0,0,0,1
Q16890,24,16,1,2,0,1,1,0,1,2
Q9UL33,4,0,0,0,1,1,2,0,0,0
Q5JU69,7,4,1,2,0,0,0,0,0,0
A0JD37,4,3,0,0,0,0,1,0,0,0
Q63HK5,130,77,31,6,3,6,0,2,2,3
A0A599,6,2,2,0,0,0,1,0,0,1
C9J2P7,14,5,3,1,2,1,1,0,1,0
P0C7H9,18,11,3,1,1,1,1,0,0,0
Q8WVZ1,20,5,6,1,0,0,1,6,0,1
Q8IYB9,29,9,8,6,4,1,0,0,1,0
Q9H7X3,26,16,1,4,0,0,0,5,0,0
A6NN14,77,6,15,18,19,11,5,1,1,1
Q9Y519,21,10,6,0,0,1,1,2,1,0
Q9Y2I9,71,43,11,6,0,2,0,2,5,2
P0DP42,5,2,1,1,0,0,0,0,0,1
Q9H0A3,9,4,2,2,1,0,0,0,0,0
Q16143,13,5,1,5,1,1,0,0,0,0
Q16635,8,3,2,2,1,0,0,0,0,0
Q93075,89,52,14,10,1,5,0,4,2,1
Q9UQP3,65,25,11,18,2,1,0,5,2,1
Q9BW92,28,16,1,3,1,3,1,0,0,3
O14817,5,0,2,0,0,0,2,0,0,1
P53804,104,63,12,13,3,8,0,2,2,1
Q9BXA7,18,9,3,2,1,1,0,2,0,0
A0A1B0GXF2,11,8,0,1,0,0,1,0,0,1
A0A0A0MS04,12,4,2,0,1,0,3,1,0,1
A0A1B0GX31,6,4,0,1,0,0,1,0,0,0
A0A1B0GX49,2,0,0,0,0,0,1,0,0,1
Q969E3,16,8,1,1,0,0,0,0,5,1
Q96K76,75,47,5,13,2,3,0,0,2,3
H0YL09,8,3,2,0,0,0,0,2,0,1
O75691,96,27,20,12,8,17,0,1,4,7
Q9Y5K8,5,1,0,1,1,0,0,0,2,0
P50552,74,20,7,4,2,2,1,34,2,2
Q9Y2T7,44,11,17,3,0,0,0,7,3,3
A6NHS1,13,8,1,0,0,0,1,2,0,1
Q6ZRX8,21,5,10,0,0,0,1,4,1,0
A6NJY4,1,0,0,0,0,0,1,0,0,0
Q9Y5A9,59,16,19,5,1,8,0,2,5,3
Q9H4Z2,101,52,23,6,1,1,3,13,0,2
Q6ZN79,12,5,2,4,0,0,0,0,1,0
Q9Y330,28,13,4,3,4,1,0,1,2,0
Q5TFG8,21,5,4,3,1,1,0,4,2,1
Q9UDY2,125,79,18,14,4,5,0,0,5,0
Q8N567,13,7,4,0,0,1,0,0,0,1
P49910,38,19,4,4,1,4,2,1,0,3
P35789,30,7,7,2,8,4,0,0,2,0
Q6P9A3,22,10,3,4,0,3,0,1,0,1
Q8TBF4,16,9,3,1,1,1,0,1,0,0
Q6NZY4,62,42,5,8,1,1,0,0,4,1
Q15973,15,3,6,1,0,0,0,4,1,0
O75346,24,1,8,2,5,4,1,0,3,0
Q9HCG1,29,9,7,8,1,2,0,1,0,1
Q6AZW8,14,7,5,1,0,0,0,0,0,1
O14628,21,4,7,5,1,3,0,0,0,1
O14709,32,11,10,6,1,0,1,1,1,1
O95947,28,14,6,2,0,1,0,2,2,1
Q9P2M4,41,24,2,4,0,4,0,5,1,1
Q9BRU2,8,3,0,0,0,0,1,2,1,1
Q9ULZ0,20,14,3,0,0,0,1,1,0,1
O95988,1,0,0,0,0,0,0,0,1,0
A6NM43,17,7,3,6,0,0,0,0,0,1
Q8IYN2,14,4,0,1,0,2,2,2,2,1
Q6ZMB5,27,9,7,2,0,1,1,6,1,0
O75529,26,13,4,2,2,2,0,0,2,1
A6NC51,13,3,2,0,0,0,1,4,0,3
Q86WV5,4,1,0,0,1,0,0,0,2,0
Q9P273,143,58,33,18,4,5,2,12,6,5
Q86UV7,8,2,3,0,1,1,0,0,0,1
O15344,31,17,9,3,0,1,0,0,0,1
Q9C040,34,13,9,3,0,2,0,0,7,0
Q12931,29,12,3,3,0,9,0,0,2,0
Q9UET6,20,11,1,2,0,2,0,2,2,0
P41273,14,10,1,0,0,0,2,1,0,0
Q96ET8,18,7,2,1,0,2,0,2,3,1
A0A087X0M5,11,6,0,1,0,1,1,1,0,1
A0A0B4J234,5,1,2,0,1,0,0,0,0,1
P13051,24,13,1,2,0,3,0,1,2,2
Q969M7,14,6,2,2,2,1,0,1,0,0
Q96MP5,26,12,2,4,3,2,1,2,0,0
Q9C0D7,79,48,11,5,2,2,0,6,1,4
Q9C0G0,130,84,17,9,4,8,0,2,4,2
Q9H8G1,21,2,9,2,4,4,0,0,0,0
O14978,41,26,3,5,1,0,1,1,1,3
P00749,17,4,2,2,2,2,0,1,3,1
Q8N8C0,9,3,4,0,0,0,0,1,0,1
A6NP11,14,2,3,1,0,4,0,3,1,0
Q7L945,20,10,3,3,0,1,1,1,1,0
Q13336,12,5,4,0,0,2,0,0,0,1
O15240,52,31,3,7,0,0,0,4,4,3
O95670,14,5,1,4,0,0,1,0,0,3
Q9NNW5,28,6,10,2,1,2,0,1,5,1
P51811,19,6,0,3,2,1,4,0,2,1
Q8N0Z9,31,12,16,1,0,0,0,1,1,0
P63131,9,4,0,2,0,1,0,1,0,1
Q14191,58,30,6,6,2,8,0,1,2,3
Q8WTP9,8,3,4,1,0,0,0,0,0,0
Q9H8V8,16,6,2,0,0,0,1,1,6,0
Q8N9G6,35,21,5,4,1,1,2,0,1,0
Q6UXQ8,12,6,0,0,0,0,1,3,2,0
A6NLC8,11,7,1,1,0,1,0,0,0,1
P0C6A0,22,12,1,1,1,1,2,3,0,1
Q6ZVL8,7,3,0,1,0,1,1,1,0,0
P0C7U3,16,9,3,2,0,0,1,0,0,1
Q6ZRU5,5,1,0,0,1,0,2,1,0,0
O60315,111,72,21,9,3,1,1,1,2,1
P15822,281,175,55,23,4,10,0,1,7,6
Q96JP5,41,24,3,2,7,0,0,1,4,0
Q6ZMS4,32,16,9,3,1,1,1,0,0,1
Q5JNZ3,31,14,7,3,2,4,0,0,0,1
Q9C0D4,58,24,14,9,1,7,2,0,0,1
Q8WW36,15,2,1,1,0,1,1,1,6,2
Q86UZ6,43,33,2,4,1,1,0,0,2,0
Q9H6B1,51,13,27,0,1,4,0,3,3,0
Q15326,33,14,3,6,2,2,3,0,1,2
Q8N2G6,14,5,1,3,0,1,1,2,1,0
A0A1B0GTU1,78,44,12,11,5,1,2,1,1,1
Q0IIN9,24,11,1,0,0,0,1,7,3,1
P17023,27,11,4,6,0,2,0,1,1,2
O75312,25,8,3,3,2,1,1,7,0,0
Q66K41,47,12,12,6,0,0,0,8,8,1
P60852,27,6,14,0,1,1,0,1,0,4
Q6P9G9,23,11,2,2,1,0,3,2,1,1
Q9C0B9,129,47,28,8,3,2,0,34,5,2
Q53FD0,42,23,6,6,1,2,0,2,2,0
P52747,26,8,10,1,0,4,0,0,2,1
Q6PF04,27,15,3,5,2,1,0,0,0,1
Q9UIJ5,20,8,2,1,0,3,1,2,1,2
Q5SVZ6,34,9,10,3,7,4,0,0,1,0
Q7Z340,36,21,5,4,0,0,1,5,0,0
Q8NBB4,31,20,0,5,0,0,1,1,4,0
Q8N8L2,15,9,2,2,0,2,0,0,0,0
Q5TEC3,33,20,3,5,0,0,2,2,0,1
Q9P0T4,21,10,0,2,0,0,1,6,1,1
Q86W42,13,9,1,1,0,0,0,0,1,1
A8MWL7,5,1,0,0,0,0,0,1,1,2
Q7Z6K1,21,9,4,0,2,0,3,2,1,0
Q8IWB6,103,79,9,7,2,2,1,1,0,2
H3BV60,45,15,5,1,0,0,0,20,4,0
Q53FP2,6,2,0,1,0,1,0,1,0,1
Q9NWC5,8,3,1,1,0,0,3,0,0,0
Q7L0X0,39,26,8,2,0,1,0,0,1,1
Q7Z4K8,37,23,7,4,0,1,0,1,1,0
P0DSE2,9,3,2,2,0,0,0,0,0,2
Q9H0U9,24,10,1,5,1,1,0,3,2,1
Q7Z7G8,163,70,57,15,2,6,2,4,3,4
Q0WX57,13,5,3,1,2,0,1,0,1,0
Q68DE3,188,88,83,3,0,3,0,3,3,5
Q3KQV9,17,10,1,1,1,2,0,0,1,1
Q6QN14,7,4,1,1,1,0,0,0,0,0
Q14135,41,31,3,2,0,1,0,4,0,0
Q70EK8,74,40,12,7,3,7,1,2,1,1
B4DXR9,16,2,5,3,2,3,0,0,1,0
Q6ZT12,67,28,10,11,3,2,0,2,4,7
Q9BRX9,11,4,2,1,0,2,0,1,0,1
Q9H1F0,4,1,0,0,0,0,2,0,0,1
Q96N03,16,3,2,2,0,3,1,4,1,0
Q5TIE3,74,48,8,4,0,7,0,0,5,2
O43592,8,5,0,1,0,1,0,0,0,1
P12956,29,18,2,2,1,6,0,0,0,0
O75695,16,6,6,1,1,1,1,0,0,0
Q9UBH6,31,11,9,2,3,3,2,0,0,1
Q9P2L0,40,13,7,10,0,5,1,1,1,2
Q86VZ2,13,5,3,2,0,1,0,0,2,0
Q6GPH4,14,8,3,2,0,0,1,0,0,0
Q8IY57,18,10,3,1,0,0,0,1,2,1
A8MUA0,38,22,4,7,1,1,2,0,0,1
Q8N9L1,20,9,3,1,1,1,0,4,1,0
P62699,7,4,1,0,0,1,0,1,0,0
Q6UXU0,16,8,3,2,0,0,0,0,0,3
Q8IYH5,93,59,12,7,4,7,0,0,1,3
A8MUN3,14,10,0,0,0,0,1,2,1,0
Q5W150,19,6,4,0,0,0,2,5,2,0
Q5T1R4,302,203,42,22,4,6,0,11,10,4
Q9P243,58,24,18,5,2,4,1,0,1,3
Q5T742,11,2,2,1,0,0,0,6,0,0
O75123,26,15,6,5,0,0,0,0,0,0
Q5HY98,16,4,2,8,0,1,0,0,0,1
Q8N966,8,2,0,0,0,0,0,3,0,3
Q6PML9,23,9,0,5,2,5,0,1,1,0
Q96N38,29,5,10,3,6,3,1,0,1,0
Q9BU19,39,27,4,0,1,1,2,2,1,1
Q969W1,11,1,6,1,0,0,1,2,0,0
Q6NUN9,54,17,23,3,0,1,0,8,2,0
P62380,6,3,0,0,0,2,0,0,1,0
P26640,62,22,15,9,5,2,0,1,4,4
P48775,17,8,2,2,2,2,1,0,0,0
Q9Y3D7,11,5,2,2,0,2,0,0,0,0
Q8NBV8,22,6,4,2,0,0,5,1,1,3
P59539,7,0,2,0,0,0,2,0,0,3
Q86VP1,43,17,8,7,6,3,0,0,0,2
Q9H2G4,52,29,9,4,2,0,0,2,1,5
P01737,3,1,1,0,0,0,0,0,0,1
Q5SRH9,25,14,3,1,1,2,1,1,1,1
Q96FV3,10,0,2,1,1,1,2,1,0,2
Q5I0X7,8,6,0,0,0,1,0,1,0,0
A0A0B4J273,5,1,2,0,0,0,0,1,0,1
Q9HCJ0,158,57,61,17,2,2,0,11,7,1
P63121,7,4,0,1,0,1,0,0,0,1
Q9H0E7,42,25,6,6,2,1,1,0,0,1
Q15904,17,4,7,0,1,0,0,0,2,3
